Into_what_grade_did_you_originally_enroll_in_Bosque_School?,Please_indicate_your_Bosque_School_graduating_class_year_using_all_4_digits.,UNDERGRADUATE College_or_University_attended_or_currently_attending,Undergraduate_area_of_study,4-digit_Year_graduated_from_Undergraduate_College,GRADUATE college_attended_or_attending,Graduate_degree_and_area_of_study_pursued?,4_digit_year_graduated_from_Graduate College,POST_GRADUATE college_attended_or_currently_attending,Post_graduate_degree_and_areas_of_study,4_digit_year_Post_Graduate_Degree_earned,Highest_level_of_education?,Current_profession:,How_satisfied_are_you_with_your_personal_experience_as_a_student_at_Bosque_School?_ ,Comments?,How_likely_would_you_be_to_choose_Bosque School_again?,Comments?,,Do_you_feel_your_experience_and_education_at_Bosque_School_helped_you_identify_and_achieve_your_potential?_(Please_choose_one).,Please_comment_to_clarify_your_answer:,,How_comfortable_do_you_feel_recommending Bosque_School_to_a_friend_or_professional colleague?,Please_explain_your_rating:,,Overall_quality_of_education,Course_content_-_English,Course_content_-_History,Course_content_-_Mathematics,Course_content_-_Science,Course_content_-_Technology,Course_content_-_Fine_Arts,Course_content_-_Performing_Arts,Course_content_-_Foreign_Language,Quality_of_Athletic_Program,Quality_/_Effectiveness_of College_Counseling,Provided_a_wide_range_of_opportunities_for_electives_and/or_extracurricular_options,Other_(please_specify),,Did_you_feel_able_to_excel_academically_in_comparison_to_your_peers_at_your college_or_university?,In_what_areas_do_you_feel_you_fell_short?,Critical_Thinking_Skills,Creative_Thinking_Skills,Research_Skills,Analytic_and_Interpretive_Reading_Skills,Quantitative_Analysis_Skills,Writing_Effectively,,Personal_and_Character_Development,Developing_a_Global_Perspective,Developing_an_Ethical_Mindset,Supporting_and_Motivating Me_to_Take_on_Leadership_Roles,Understanding_and_Appreciating_Cultural_Similarities_and_Differences,Understanding_and_Appreciating Racial-Ethnic/_Religious/_Socio-Economic_Diversity,Understanding_the_Importance_of_Community_Service,Developing_Empathy,,Presentation_&_Public_Speaking_Skills,Managing_Academic_Workload,Time_Management_Skills,Organizational_Skills,Test-taking_Skills,Self-reliance/_Self-Advocacy/_and_Confidence,Coping_with_Peer_Pressure,Working_in_a_Group,Encouraging_You_To_Want_to_Make_a_Difference_in_Your_Community ,,Do_you_believe_you_achieved_you_college_choice_and_career_potential_due_to_Bosque_School's_preparation_and_support?,Please_comment_on_your_answer:,,I_look_back_on_it_as_a_joyful_time_in_my_life.,I_would_describe_my_learning_experience_as_meaningful_and_productive.,My_relationships_with_my_teachers_were_a_distinct_feature_of_my_educational_experience_at_Bosqueand_made_it_easier_to_approach_professors_in_college.,Comment:,,My_experience_positively_influenced_my_life_choices-_professionally_and/or_personally.,I_would_describe_my_life--_professionally_and_personally--_as_purposeful.,,I_am_currently_in_or_working_towards_having_a_leadership_role_in_my_community_or_in_my_field_of_work.,I_am_actively_engaged_in_local_or_national_politics_through_my_field_of_work_or_in_my_free_time.,My_personal_life_or_profession_requires_that_I_regularly_engage_with_global_issues/people/topics/events.,,I_am_passionate_about positively_influencing_civic_discourse_and_supporting_social_justice._ ,Other issues_you_care_about:,, I_consistently_give_my_time_professionally_or_as_a_volunteer_to_causes_that_are_important_to_me.,What_are_your_volunteerism_priorities?,,I_would_support_Bosque_in_its_efforts_to_continue_to_offer_these_kinds_of_experiences,I_participated_in_these_activities_but_didn't_think_it_the_most_important_part_of_my_Bosque_education.,"I_only_did_the_minimum_amount_of activities_related_to_""public_purpose.""",I_think_providing the_academic_training necessary_to_succeed_in a_four-year_college_should_be_Bosque_School's_only_purpose.,Comment:,,Everyone_can_fit_into_Bosque_School_no_matter_what_your_interests_are.,Bosque_School_let_me_grow_out_of_labels_others_placed_on_me.,Bosque_School_is_a_place_where_you_can_feel_comfortable_with_who_you_are_while_you_figure_out_who_you_want_to_be.,Most_everyone_at_Bosque_School_works_together_to_help_each_other_get_better.,Bosque_School_is_supportive_of_all_students_regardless_of_their_backgrounds.,At_Bosque_School_I_was_exposed_to_students_from_different_backgrounds,Attending_Bosque_School_helped_make_me_more_understanding_and_empathetic.,Attending_Bosque_School_helped_me_become_more_self-confident_and_happy_with_myself.,I_took_advantage_of_many_leadership_opportunities_at_Bosque_School.,,Bosque_provided_me_with_the_ability_to_access_and_use_information_rather_than_only_learn_facts.,Bosque_helped_me_develop_high_standards_and_expectations_for_myself.,Bosque helped_me_appreciate_opinions_different_from_my_own.,Bosque_encouraged_me_to_become_more_open_and_responsive_to_others.,Bosque improved_my_interpersonal_skills_and_ability_to_connect_with_others.,Bosque_developed_my_creative_thinking_skills_and_artistic_expression.,Bosque taught_me_to_write_well.,Bosque_instilled_in_me_creative_and_intellectual_curiosity_and_love_of_lifelong_learning.,Bosque_provided_me_with_skills_and_attitudes_that_continue_to_help_me_adapt_to_new_circumstances.,,What_did_you_appreciate_most_about_your_Bosque_experience?_How_did_Bosque_influence_or_make_a_difference_in_your_life?,What_would_you_consider_your_proudest_and/or_your_most_meaningful_accomplishment?,What_drives_(or_would_drive)_your_decision_to_support_Bosque philanthropically?,Did_you_participate_in_athletics_at_Bosque?,Do_you_think_Bosque_is_seen_as_having_competitive_athletic_programs_in_New_Mexico?,Did_you_feel_there_were_enough_quality_elective_or_extracurricular_activities?_ Are_there_any_that_you_feel_Bosque_should_drop_or_add?,Do_you_feel_the_College_Counseling_Program_was successful_at_helping_you_choose_the_best_college_to_meet_your_specific_needs?,,Gender,"If_""Other""_please_designate:",,Racial_and_Ethnic_Identity,Do_you_identify_as_LGBTIQ?,Religious_Affiliation
6,2005,George_Washington_University,Women's_Studies_and_Sociology_,2009,NA,NA,NA,NA,NA,NA,Undergraduate,Public_Policy_and_Research,Satisfied,,Highly_likely,,,Yes-_it_was_a_major_factor. ,,,Absolutely_comfortable,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Average,Average,,,No,The_only_issue_that_fell_short_was_my_inability_to_take_AP_classes_at_the_time._I_am_not_sure_if_you_can_now_at_Bosque._,Good,Good,Good,Excellent,Good,Good,,Good,Excellent,Excellent,Average,Excellent,Excellent,Excellent,Excellent,,Average,Good,Good,Good,Average,Good,Good,Good,Excellent,,Yes,In_part._I_think_Bosque_provided_a_strong_foundation._,,Agree,Agree,Strongly_Agree,,,Strongly_Agree,Strongly_Agree,,Yes-_absolutely,Yes-_I_am_actively_engaged.,Yes-_just_about_every_day,,Yes-_I_am_fiercely_passionate.,I've_worked_at_Planned_Parenthood's_national_office_for_8_years._I_do_think_that_my_drive_to_work_for_an_organization_with_an_important_mission_and_my_interest_in_making_my_community_better_comes_from_my_education_at_Bosque._,,Yes-_just_about_every_day,,,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Disagree,,,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,,I_think_it_provided_me_with_a_strong_commitment_to_helping_my_community._It_also_helped_me_be_more_curious_about_other_cultures._I_particularly_appreciated_learning_about_Islam_right_after_9/11._I_don't_think_a_lot_of_other_students_had_such_an_opportunity.,My_work_at_Planned_Parenthood._I_worked_on_the_passage_and_implementation_of_the_Affordable_Care_Act_and_defeating_efforts_to_defund_Planned_Parenthood_twice._,If_I_had_enough_money_(still_work_at_a_non-profit)-_I'd_donate_to_scholarships_to_allow_for_greater_diversity._I_was_on_a_scholarship_but_only_partial-_which_made_my_parents_struggle._I_wish_there_were_more_scholarship_opportunities._,Yes._Volleyball_and_basketball._,NA,Not_sure,It_was_good_but_I_wonder_if_I_should_have_tried_for_higher_schools._I_wish_I_was_encouraged_to_take_greater_risk_in_my_school_choices_and_had_greater_confidence._,,Female,,,European_American_/_Caucasian,No,Jewish
6,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2015,fordham_university_,economics-_minor_in_accounting_,2019,,,,,,,,,Satisfied,,Unlikely,,,Somewhat.,,,,,,Good,Excellent,Average,Excellent,Poor,Excellent,Good,Good,Excellent,Excellent,Good,Low,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Good,Good,Good,Excellent,Good,Good,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,,Not_sure,,,Agree,Agree,Strongly_Agree,,,Strongly_Agree,Strongly_Agree,,Yes-_absolutely,Yes-_I_am_actively_engaged.,Yes-_just_about_every_day,,Yes-_I_am_fiercely_passionate.,,,Yes-_at_a_moderate_level,,,Agree,Agree,NA,Strongly_Disagree,,,Disagree,Strongly_Disagree,Strongly_Disagree,Strongly_Disagree,Disagree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,,,,,,,,,,Female,,,European_American_/_Caucasian,No,
6,2012,Attended_Mount_Holyoke_College_,Environmental_Studies_,2016,NA,NA,NA,NA,NA,NA,Undergraduate,Sales_Development_at_a_Tech_Startup_,Highly_satisfied,,Extremely_likely,,,Yes-_absolutely!,I_came_into_college_feeling_well_prepared_(especially_in_terms_of_writing)._The_one_area_I_was_least_prepared_for_was_Science._,,Absolutely_comfortable,,,Excellent,Excellent,Excellent,Excellent,Average,Low,Good,Good,Excellent,Good,Excellent,Excellent,,,Yes,As_mentioned_the_areas_where_I_came_in_feeling_behind_were_science_courses._Otherwise-_I_felt_like_I_could_articulate_myself-_write_well-_and_think_analytically._,Excellent,Excellent,Excellent,Excellent,Average,Excellent,,Excellent,Average,Average,Good,Average,Good,Good,Good,,Good,Excellent,Excellent,Excellent,Average,Good,Poor,Good,Good,,Yes,I_think_that_my_own_intellectual/academic_outcome_would_have_been_vastly_different_had_I_not_attended_Bosque-I_felt_prepared_for_college_from_the_beginning-_the_Bosque_thesis_really_helped_me_for_my_first_large_research_paper_and_I_even_referenced_tools_for_my_College_Thesis._,,Agree,Strongly_Agree,Agree,,,Neither_Agree_nor_Disagree,Agree,,Yes-_absolutely,Yes-_I_am_actively_engaged.,Not_that_often,,Yes-_I_am_fiercely_passionate.,I_worked_in_politics_before_my_current_job_so_I_am_active_within_the_community._,,Yes-_at_a_moderate_level,Local_elections_(finance_work_in_particular)-_race_dialogues_(especially_for_white_people)-_and_College_Democrats_of_MA_work_as_well_as_anything_political_that_comes_up._,,Strongly_Agree,Strongly_Disagree,Disagree,Strongly_Disagree,I_think_there_could_have_been_even_more_emphasis_on_local_engagement-especially_at_a_school_where_many_of_the_socioeconomic_and_racial_demographics_do_not_reflect_ABQ/NM_so_it's_important_for_people_to_understand_that_Bosque_is_not_a_norm-_per_say._,,Agree,Not_Sure,Agree,Agree,Agree,Agree,Agree,Not_Sure,Agree,,Strongly_Agree,Strongly_Agree,Agree,Not_Sure,Agree,Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,,I_appreciated_the_really_devoted_faculty_and_principals/Billy._I_also_appreciated_the_quality_of_education-_the_emphasis_on_writing_and_the_opportunities_like_Amnesty-_Judicial_Committee_etc_,My_proudest_accomplishment_was_definitely_working_with_the_Mount_Holyoke_Democrats_to_register_the_highest_percentage_of_any_eligible_voters_during_the_2012_election_and_then_maintaining_that_success_during_midterms_and_off_elections._Also_turning_in_my_130_page_thesis_was_a_proud_moment._,Understanding_how_Bosque_is_continuing_to_improve_itself_and_supporting_that._,NA_,I_think_in_some_sports_but_I_really_can't_speak_too_much_to_Bosque_athletics._,Definitely_and_from_talking_with_my_littlest_sister_it_seems_like_it_continues_to_get_better._,Absolutely!_Would_never_have_applied_to_the_schools_I_applied_to_without_the_program_and_would_not_have_put_together_as_strong_an_application._,,Female,,,European_American_/_Caucasian,No,Decline_to_Identify_or_Affiliate
6,2010,University_of_Missouri_-_Kansas_City,BBA_-_entrepreneurship,2014,,,,,,,Undergraduate,Inside_Sales_Manager_,Highly_satisfied,I_didn't_realize_it_all_the_time_while_I_was_at_Bosque_but_looking_back_it_has_been_one_of_the_most_important_pieces_of_my_life._,Extremely_likely,My_parents_asked_me_if_my_sister_should_go_to_Bosque_or_public_school._Bosque_was_the_clear_answer_for_me_,,Yes-_absolutely!,Above_and_beyond_my_peers_in_college_and_the_professional_world._,,Highly_Unlikely,You_really_learn_how_to_critically_think_and_how_to_truly_formulate_your_beliefs_with_research_and_facts._Also_looking_back_the_community_that_Bosque_creates_is_invaluable_and_I_wouldn't_trade_it_for_anything._,,Excellent,Excellent,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Free_is_the_best_thing_ever._Recharging_is_just_as_important_and_grinding_studies._,,Yes,,Excellent,Excellent,Excellent,Good,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Average,Excellent,Good,Excellent,Excellent,,Yes,At_24_I_started_to_lead_a_sales_team_that_helps_people_power_their_lives_with_Sunshine!_I_lead_people_twice_my_age_through_constant_change_within_the_company_and_industry._I_am_comfortable_being_uncomfortable-_being_memorable_to_my_peers_and_customers_and_challenging_perspectives_in_a_professional_way._There_is_no_task_that_I_can_not_achieve_when_time_and_effort_are_put_into_it._,,Strongly_Agree,Strongly_Agree,Strongly_Agree,One_of_my_college_professors_is_still_a_mentor_to_me_professionally._I_would_not_have_know_how_to_cultivate_that_relationship_without_my_Bosque_experience._,,Agree,Strongly_Agree,,Yes-_absolutely,Yes-_my_engagement_is_moderate.,Yes-_just_about_every_day,,Yes-_I_am_moderately_passionate.,,,Yes-_at_a_moderate_level,,,Strongly_Agree,Disagree,Disagree,Disagree,College_is_a_great_experience._The_purpose_should_be_to_understand_the_values_of_a_community_and_to_have_a_desire_to_learn_,,Disagree,Agree,Agree,Strongly_Agree,Agree,Agree,Strongly_Agree,Strongly_Agree,Agree,,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,,I_have_made_lifetime_friends_that_have_great_values_and_that_are_critical_thinkers._,Winning_the_schools_first_and_second_State_championships!_Go_Bobcats_,Tell_me_the_why_and_impact._,Soccer._Cross_country_basketball_,Klaus_=_Legend_,Programming_or_code_would_be_sweet!_,Yes_exceeded_expectations!_,,Male,,,European_American_/_Caucasian,No,Jewish
6,2012,Arizona_State,Psychology_,2015,NA,NA,,,,,Undergraduate,Client_Service_Manager_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2016,Mount_Holyoke_College,Spanish_,2016,NA,NA,NA,,,,Undergraduate,Program_Leader_for_Operation_Groundswell,Highly_satisfied,Such_a_good_place_for_me!,Extremely_likely,,,Yes-_absolutely!,The_professors-_especially_Ms._Gleason-_Ms._Larson-_Mr.Shaw-_Jinni-_Klaus-_Hamze-_Mr._Cummings_etc_all_made_my_adolescence_excellent.,,Absolutely_comfortable,I_would_recommend_Bosque_to_everyone-_with_the_only_limit_being_how_expensive_it_is,,Good,Good,Average,Good,Good,Average,Good,Good,Excellent,Average,Excellent,Excellent,,,Yes,In_some_areas-_like_bio_and_chemistry-_not_so_much-_but_otherwise_yes_,Excellent,Good,Average,Excellent,Average,Good,,Good,Good,Good,Excellent,Good,Good,Good,Good,,Average,Good,Average,Average,Average,Good,Average,Average,Good,,Yes,Definitely_,,Agree,Neither_Agree_nor_Disagree,Strongly_Agree,,,Strongly_Agree,Strongly_Agree,,Maybe;_I'm_not_sure_I_want_to_be_in_a_leadership_role,Yes-_my_engagement_is_moderate.,Yes-_at_a_fairly_passionate level,,Yes-_I_am_fiercely_passionate.,,,Yes-_at_a_moderate_level,,,Strongly_Agree,Disagree,Strongly_Disagree,Strongly_Disagree,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly_Agree,Strongly_Agree,,Agree,Agree,Agree,Agree,Agree,Strongly_Agree,Agree,Agree,Agree,,It_made_me_dedicated_and_passionate_about_wildlife_conservation_efforts_as_well_as_social_justice_,Organizing_Albuquerque_Lady_Fest,If_I_had_steady_income_,Soccer,NA,Yeah!_I'd_add_girls'_or_co-ed_wrestling_or_derby._Or_a_DIY_musical_instrument_class_with_mr_bergmon_and_mr_V,Yeah!_Joaquin_is_the_best_,,Female,,,European_American_/_Caucasian,Yes,Jewish
6,2016,University_of_Redlands_,Business_,2020,,,,,,,,,Highly_satisfied,,Extremely_likely,,,Yes-_absolutely!,I_believe_that_Bosque_prepared_me_well_for_the_college_in_a_way_most_other_schools_could_not._The_atmosphere_the_school_provided_for_education_and_extracurriculars_allowed_for_a_a_great_balance_between_fun_and_studies_,,Highly_Unlikely,I_would_absolutely_recommend_Bosque_as_a_school_for_others_to_attend._It_has_everything_a_kid_could_ever_want_from_a_high_school._,,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Good,Excellent,,,Yes,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Good,Good,Good,Good,Excellent,Excellent,Good,Good,,Average,Excellent,Good,Good,Excellent,Excellent,Good,Good,Good,,Yes,I_believe_that_going_Bosque_has_laid_the_frame_work_for_a_much_more_successful_future_than_I_would_have_had_at_any_other_school._Attending_Bosque_has_provided_me_with_so_many_different_opportunities_to_better_myself_and_my_future_,,Strongly_Agree,Strongly_Agree,Strongly_Agree,,,Strongly_Agree,Strongly_Agree,,Maybe;_I'm_not_sure_I_want_to_be_in_a_leadership_role,Yes-_my_engagement_is_moderate.,Yes-_at_a_fairly_passionate level,,Yes-_I_am_moderately_passionate.,,,Yes-_at_a_moderate_level,,,Strongly_Agree,Disagree,Strongly_Disagree,Disagree,,,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,Strongly_Agree,Not_Sure,Strongly_Agree,Strongly_Agree,Agree,,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,,I_appreciated_most_how_the_teachers_were_involved_in_our_lives._The_teachers_genuinely_had_a_connection_with_the_students_and_cared_about_our_well_being_and_success._This_was_something_that_made_me_feel_more_connected_to_my_education-_by_seeing_that_my_teachers_wanted_me_to_succeed_both_academically_and_personally_it_motivated_me_to_do_better_in_school_and_developme_myself_into_a_better_person.,I_think_that_being_accepted_into_every_college_I_applied_for_was_probably_my_proudest_moment-_I_haven't_had_very_many_outstanding_accomplishment_as_I'm_only_a_freshman_in_college_but_I_know_there_will_be_more_to_come_in_the_future.,I_want_the_school_to_continue_to_keep_the_teachers_they_have_and_to_bring_in_more_like_them._I_want_to_be_able_to_provide_the_future_students_with_the_same_level_of_education_I_had_and_I_think_the_one_way_to_do_that_is_to_keep_the_people_at_the_school_who_taught_me_and_to_reward_those_teachers_with_a_better_lifestyle_for_everything_they_have_done_for_the_students._,I_played_soccer-_basketball_and_lacrosse._I_played_soccer_and_basketball_every_single_year_from_6th_grade_to_my_senior_year._I_won_a_state_title_my_senior_year_in_soccer_and_had_countless_memorable_moments_in_all_the_sports.,The_variety_is_great_the_quality_is_great_and_the_coaches_were_great_except_for_my_senior_year_basketball_coach.,I_think_there_was_a_great_variety_of_programs_for_everyone_to_participate_in_and_find_what_they_are_interested_in.,I_believe_the_counseling_program_was_a_luxury_that_we_were_afforded_and_that_it_was_very_helpful_for_me_in_keeping_on_track_with_all_my_applications_and_finding_the_schools_that_best_fit_me_and_what_I_wanted_in_life._,,Male,,,European_American_/_Caucasian,No,Decline_to_Identify_or_Affiliate
6,2015,Whitman_College,Undeclared,2019,,,,,,,Undergraduate,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2015,Pitzer_College,Politics_and_Spanish,2019,NA,NA,,,,,Undergraduate,Full_time_Student_,Highly_satisfied,,Extremely_likely,,,Yes-_absolutely!,,,Absolutely_comfortable,,,Excellent,Good,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,Yes,,Excellent,Excellent,Excellent,Good,Excellent,Excellent,,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Good,Good,Excellent,Good,Excellent,Excellent,Average,Excellent,,Yes,,,Strongly_Agree,Strongly_Agree,Strongly_Agree,,,Strongly_Agree,Strongly_Agree,,Yes-_absolutely,Yes-_I_am_actively_engaged.,Yes-_just_about_every_day,,Yes-_I_am_fiercely_passionate.,,,Yes-_at_a_moderate_level,,,Strongly_Agree,Agree,Agree,Disagree,,,Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,,,,,,,,,,Female,,,European_American_/_Caucasian,No,Jewish
